CEP,latitude,longitude
24431550,-22.8316613,-43.0770114
21810111,-22.8742263,-43.4685442
26135490,-22.7455917,-43.4212489
21941190,-22.8131901,-43.21182
24431560,-22.8305176,-43.0774322
21810122,-22.8742263,-43.4685442
21941200,-22.8150121,-43.2124963
24431570,-22.8311504,-43.0776935
21810130,-22.8784731171,-43.4568122644
26135510,-22.7855215,-43.3712954
24431580,-22.8285891,-43.0780052
21810141,-22.8742263,-43.4685442
26135520,-22.7453126,-43.4234275
24431590,-22.826036,-43.0796005
26135530,-22.7403966,-43.4232031
21810160,-22.8801204,-43.4545065
26135540,-22.7449755,-43.4222659
21941240,-22.81336,-43.2090062
21810170,-22.8788445,-43.4537548
21941250,-22.8148308,-43.213128
24431620,-22.8264615,-43.0761864
28757000,-22.2029232,-42.2532466
27970570,ERRO,ERRO
21941260,-22.8135057,-43.2129082
21810190,-22.880904,-43.4522138
24431630,-22.8225828,-43.0766564
21941265,-22.8151122,-43.1901777
26135570,-22.7435908,-43.4209779
24431635,-22.8293029,-43.0753303
27970580,ERRO,ERRO
24431637,-22.8225828,-43.0766564
24431633,-22.8287839,-43.0754592
21810200,-22.87857,-43.4529292
26135580,-22.7455917,-43.4212489
22050020,-22.9716523,-43.1878267
21941280,-22.8150469,-43.1980815
24431650,-22.8290543,-43.0747231
21810210,-22.8780979,-43.4483194
21941286,-22.8147257,-43.2070168
21941287,-22.8127897,-43.2117317
27970600,ERRO,ERRO
24431655,-22.8281546,-43.0752541
21941290,-22.8177123,-43.2178152
24431660,-22.827817,-43.0746907
21810220,-22.8877794,-43.4646727
26135600,-22.743736,-43.421632
27970610,ERRO,ERRO
21941300,-22.811262,-43.2269366
24431670,-22.8272234,-43.0750687
21810230,-22.8878032,-43.4629304
27970620,ERRO,ERRO
21941310,-22.8168786,-43.2218725
24431680,-22.8264615,-43.0761864
21810240,-22.8881641,-43.4640085
26135620,-22.7455917,-43.4212489
24431690,-22.8225828,-43.0766564
26135630,-22.7587199,-43.4126323
22050030,ERRO,ERRO
27970640,ERRO,ERRO
26135633,-22.7645391,-43.3996264
21941330,-22.8144013,-43.2176449
21810260,-22.8883235,-43.4644783
27970650,ERRO,ERRO
21941340,-22.8144013,-43.2176449
26135645,-22.7455917,-43.4212489
24431710,-22.825454,-43.0768094
21810270,-22.8884308,-43.4624693
26135650,-22.7434807,-43.4197263
26135652,-22.7460974,-43.4058447
21941350,-22.8145773,-43.2202913
26135655,-22.745328,-43.418074
21941352,-22.811262,-43.2269366
24431720,-22.8238633,-43.0777265
21941353,-22.811262,-43.2269366
26135660,-22.7420323,-43.4033204
27970670,ERRO,ERRO
21941360,-22.8167099,-43.2185295
26135665,-22.7455917,-43.4212489
24431730,-22.8240029,-43.0768487
21941370,-22.7874776,-43.2260784
24431740,-22.8271487,-43.074608
26135680,-22.7582789,-43.399656
27970690,ERRO,ERRO
21941380,-22.8190118,-43.2272649
24431750,-22.8237346,-43.0753696
26135690,-22.7645391,-43.3996264
24431760,-22.823567,-43.0752537
21941395,-22.8176878,-43.2283996
26135700,-22.7467619,-43.4178112
21941400,-22.8162611,-43.2254188
28495000,-21.6257256,-42.1020627
24431770,-22.8243877,-43.0748263
21941410,-22.8169704,-43.225067
24431780,-22.824564,-43.0741506
27970730,ERRO,ERRO
21941420,-22.8164016,-43.2253481
24431790,-22.8225828,-43.0766564
24431795,-22.8273541,-43.0739123
21941430,-22.813045,-43.2245561
24431800,-22.8300132,-43.0729324
26135740,-22.7514344,-43.4200676
27970750,ERRO,ERRO
26135750,-22.7455917,-43.4212489
24431815,-22.8310394,-43.0733479
27970760,ERRO,ERRO
25645172,-22.54284,-43.197717
21941450,-22.8043782,-43.2025485
24431820,-22.8309272,-43.0724124
21941455,-22.8124486,-43.2250092
21941460,-22.8376136,-43.2290458
26135770,-22.7455917,-43.4212489
21941470,-22.8085526,-43.2252296
21941480,-22.8126723,-43.2273908
21941485,-22.8168345,-43.227908
26135800,-22.7601302,-43.4146755
21941500,-22.8208031,-43.2303523
26135810,-22.7502399,-43.4189778
21941510,-22.8294444,-43.2361111
26135820,-22.7457008,-43.4201959
21941520,-22.8330303,-43.2387594
26135825,-22.7455917,-43.4212489
26135830,-22.7645391,-43.3996264
21941530,-22.8222988,-43.2834522
21941535,-22.8161854,-43.2351096
21941540,-22.8181197,-43.2310619
21941550,-22.9757108,-43.689452
21941561,-22.8168786,-43.2218725
21941564,-22.811262,-43.2269366
21941566,-22.811262,-43.2269366
21941567,-22.8073536,-43.2506537
21941568,-22.8161854,-43.2351096
21941570,-22.8136098,-43.2451401
21941580,-22.8237154,-43.2376281
21941590,-22.811262,-43.2269366
21941594,-22.8632711,-43.2301673
21941595,-22.8397828,-43.2280923
21941596,-22.8608996,-43.2228128
21941597,-22.879346,-43.2309138
21941599,-22.8425897,-43.2330598
21941601,-22.7775399856,-43.208
21941603,-22.8626877,-43.2258954
21941604,-22.8626877,-43.2258954
21941605,-22.8556131,-43.2524264
21941606,-22.8626877,-43.2258954
21941609,-22.8626877,-43.2258954
21941611,-22.8584826,-43.2313674
21941612,-22.8435188,-43.238375
21941614,-22.8664073,-43.2233851
21941615,-22.8648329,-43.2195586
21941617,-22.841835,-43.2367497
21941618,-22.8626877,-43.2258954
21941619,-22.9024878,-43.1757951
21941630,-22.811262,-43.2269366
21941631,-22.811262,-43.2269366
21941633,-22.811262,-43.2269366
21941634,-22.811262,-43.2269366
21941635,-22.811262,-43.2269366
21941637,-22.811262,-43.2269366
21941638,-22.811262,-43.2269366
21941639,-22.811262,-43.2269366
21941640,-22.8136122,-43.2306925
21941641,-22.811262,-43.2269366
21941642,-22.811262,-43.2269366
21941650,-22.811262,-43.2269366
21941651,-22.811262,-43.2269366
21941652,-22.811262,-43.2269366
21941653,-22.811262,-43.2269366
21941654,-22.811262,-43.2269366
21941656,-22.811262,-43.2269366
21941657,-22.811262,-43.2269366
21941658,-22.811262,-43.2269366
21941660,-22.8133331,-43.2296583
21941661,-22.811262,-43.2269366
21941662,-22.811262,-43.2269366
21941664,-22.811262,-43.2269366
21941665,-22.811262,-43.2269366
21941666,-22.811262,-43.2269366
21941668,-22.811262,-43.2269366
21941669,-22.811262,-43.2269366
21941672,-22.811262,-43.2269366
21941673,-22.811262,-43.2269366
21941690,-22.8134932,-43.2307247
27971020,ERRO,ERRO
21941710,-22.811262,-43.2269366
21941715,-22.814459,-43.2290595
27971030,ERRO,ERRO
21941720,-22.811262,-43.2269366
27971040,ERRO,ERRO
21941740,-22.811262,-43.2269366
26433000,-22.6951496,-43.5968994
23535053,-22.9787444,-43.6938654
24038900,-22.8858975,-43.1152211
21941750,-22.811262,-43.2269366
27971080,ERRO,ERRO
21941770,-22.811262,-43.2269366
27971090,ERRO,ERRO
21941790,-22.8112157,-43.2285724
21941795,-22.8694223,-43.2192421
21941796,-22.8692965,-43.2180154
21941797,-22.8691959,-43.2185172
27971110,ERRO,ERRO
21941799,-22.8694189,-43.2183779
21941801,-22.8685389,-43.2180597
21941802,-22.869654,-43.2166756
21941803,-22.8697643,-43.2185665
26062068,-22.6793611,-43.4405968
21941805,-22.8688343,-43.2178721
21941806,-22.8694744,-43.2176745
21941807,-22.8698447,-43.2170268
27971120,ERRO,ERRO
21941808,-22.8698258,-43.2175143
21941809,-22.8098035,-43.2109967
21941820,-22.8123704,-43.213019
27971140,-22.3374405,-41.7531826
23040090,-22.9203896,-43.5507906
21941830,-22.8120275,-43.1456475
26062075,-22.7092175,-43.4545711
21941840,-22.811262,-43.2269366
27971170,-22.3374405,-41.7531826
27971180,-22.3374405,-41.7531826
27971188,-22.3374405,-41.7531826
27971190,-22.3374405,-41.7531826
27971200,-22.31485,-41.7556709
27971204,-22.3256183,-41.7531268
27971205,-22.3197493,-41.7505532
27971207,-22.31485,-41.7556709
27971209,-22.31485,-41.7556709
27971210,-22.31485,-41.7556709
21941900,-22.8134098,-43.2494233
27971213,-22.31485,-41.7556709
21941902,-22.8423952,-43.2345244
27971215,-22.31485,-41.7556709
27971216,-22.3289816,-41.7605242
21941901,-22.8618576,-43.2243158
27971218,-22.31485,-41.7556709
27971214,-22.3289816,-41.7605242
27971220,-22.31485,-41.7556709
21941907,-22.867337,-43.2151965
27971222,-22.31485,-41.7556709
21941911,-22.8618288,-43.2263046
21941912,-22.8435188,-43.238375
21941909,-22.8610955,-43.2301936
27971226,-22.31485,-41.7556709
26062090,-22.6761816,-43.3988378
21941915,-22.8535551,-43.2326155
21941914,-22.8564789,-43.2298694
21941918,-22.8602102,-43.2184594
21941919,-22.811262,-43.2269366
27971230,ERRO,ERRO
21941917,-22.8602201,-43.2252573
27971240,ERRO,ERRO
27971253,-22.3246069,-41.746082
27971254,-22.3289816,-41.7605242
27971256,-22.3289816,-41.7605242
27971257,-22.3289816,-41.7605242
27971258,-22.3285313,-41.7532896
27971262,-22.3289816,-41.7605242
27971263,-22.31485,-41.7556709
27971265,-22.3248419,-41.7539712
27971269,-22.3233828,-41.7581532
27971270,-22.31485,-41.7556709
27971275,-22.7879751,-43.1728825
27971280,-22.3242303,-41.755257
27971281,-22.3289816,-41.7605242
21941970,-22.811262,-43.2269366
27971285,-22.323753,-41.7565837
27971286,-22.3278036,-41.7529112
27971290,-22.3238807,-41.7548991
21941983,-22.811262,-43.2269366
27971295,-22.31485,-41.7556709
27971297,-22.3289816,-41.7605242
27971298,-22.3289816,-41.7605242
27971300,-22.3278036,-41.7529112
27971305,-22.326065,-41.7507065
27971310,-22.3251746,-41.7523582
27971312,-22.3289816,-41.7605242
27971313,-22.3738054,-41.7804211
27971320,-22.3246457,-41.7550152
27971323,-22.31485,-41.7556709
27971325,-22.3232899,-41.7552294
27971330,-22.3232699,-41.7558244
27971333,-22.31485,-41.7556709
27971334,-22.31485,-41.7556709
27971335,-22.31485,-41.7556709
27971336,-22.31485,-41.7556709
27971340,-22.3256183,-41.7531268
27971345,-22.3212124,-41.7505451
26062115,-22.654273,-43.4379884
27971360,ERRO,ERRO
27971370,ERRO,ERRO
26062120,-22.6833072,-43.3729033
27971395,-22.31485,-41.7556709
27971400,ERRO,ERRO
27971420,ERRO,ERRO
23535127,-22.9828893,-43.699758
27971430,ERRO,ERRO
27185000,-22.5985648,-44.0366285
27971440,ERRO,ERRO
23515000,-22.9196515,-43.6843877
27971450,ERRO,ERRO
26062135,-22.654273,-43.4379884
23515010,-22.9196515,-43.6843877
27971460,ERRO,ERRO
23515030,-22.9175913,-43.6850369
23515040,-22.9180979,-43.685453
27971490,ERRO,ERRO
27971510,ERRO,ERRO
27971512,ERRO,ERRO
27971514,ERRO,ERRO
27971516,ERRO,ERRO
23515070,-22.9201211,-43.6873657
27971520,ERRO,ERRO
27971525,ERRO,ERRO
27971530,ERRO,ERRO
23515090,-22.9209854,-43.6866733
23515100,-22.9199795,-43.6847918
23515110,-22.9196515,-43.6843877
27971560,ERRO,ERRO
23515121,-22.9196515,-43.6843877
23515122,-22.9196515,-43.6843877
23515126,-22.9196515,-43.6843877
23515127,-22.9196515,-43.6843877
23515130,-22.9236385,-43.6802213
23515161,-22.9200406,-43.6824041
23515162,-22.9200394,-43.6821743
27971613,-22.31485,-41.7556709
27971615,-22.3243387,-41.7477481
27971619,-22.3245869,-41.7465729
27971623,-22.31485,-41.7556709
27971627,-22.31485,-41.7556709
23515180,-22.9256847,-43.684561
27971637,-22.31485,-41.7556709
23515200,-22.9247539,-43.6818195
27971649,-22.31485,-41.7556709
27971651,-22.31485,-41.7556709
27971655,-22.31485,-41.7556709
27971663,-22.31485,-41.7556709
23515220,-22.9382174,-43.6709934
27971671,-22.31485,-41.7556709
23515230,-22.9277577,-43.6881142
27971681,-22.31485,-41.7556709
27971683,-22.31485,-41.7556709
28495972,-21.6265983,-42.1140321
28495971,-21.6257256,-42.1020627
27971689,-22.31485,-41.7556709
23515242,-22.9196515,-43.6843877
27971697,-22.31485,-41.7556709
23515250,-22.9256884,-43.6835023
27971699,-22.31485,-41.7556709
27971701,-22.31485,-41.7556709
27971703,-22.31485,-41.7556709
27971709,-22.31485,-41.7556709
26062186,-22.6996531,-43.433706
27971711,-22.31485,-41.7556709
27971725,-22.31485,-41.7556709
24342785,-22.93289,-43.0198077
27971729,-22.31485,-41.7556709
27971739,-22.31485,-41.7556709
26062192,-22.6780095,-43.4271334
23515300,-22.929071,-43.6846665
27971751,-22.31485,-41.7556709
27971756,-22.31485,-41.7556709
23515310,-22.8821178,-43.4824456
27971760,-22.31485,-41.7556709
27971764,-22.31485,-41.7556709
27971766,-22.31485,-41.7556709
23515320,-22.9445668,-43.6886669
27971770,-22.31485,-41.7556709
27971776,-22.31485,-41.7556709
27971781,-22.31485,-41.7556709
27971791,-22.31485,-41.7556709
26530000,-22.8004844,-43.417339
27971795,-22.31485,-41.7556709
27971797,-22.31485,-41.7556709
27971802,-22.31485,-41.7556709
26530010,-22.8030068,-43.4163544
27971807,-22.31485,-41.7556709
27971811,-22.31485,-41.7556709
26530025,-22.8141004,-43.4175957
26530036,-22.8098494,-43.4193916
26530050,-22.7994482,-43.4192945
26530070,-22.8081087,-43.414965
26530080,-22.8070369,-43.4143659
26530090,-22.8046278,-43.4156947
26530100,-22.8023731,-43.4168777
26530110,-22.8078456,-43.4148701
26530130,-22.8031226,-43.4169729
26530140,-22.8098494,-43.4193916
26530150,-22.7990694,-43.4149654
26530155,-22.8134961,-43.4069105
26530160,-22.8001931,-43.4169493
26530175,-22.79584,-43.4126731
27971973,-22.31485,-41.7556709
23040257,-22.9035842,-43.5662438
27972001,-22.31485,-41.7556709
26530210,-22.8008052,-43.4154115
27972004,-22.31485,-41.7556709
27972007,-22.31485,-41.7556709
27972010,-22.31485,-41.7556709
26530220,-22.7985009,-43.4145765
27972017,-22.31485,-41.7556709
27972019,-22.31485,-41.7556709
27972022,-22.31485,-41.7556709
27972029,-22.31485,-41.7556709
27972031,-22.31485,-41.7556709
26530240,-22.8015392,-43.4140202
27972033,-22.31485,-41.7556709
27972034,-22.31485,-41.7556709
22753700,-22.7818485,-43.33346
27972037,-22.31485,-41.7556709
22753701,-22.9551921,-43.3372282
27972043,-22.31485,-41.7556709
27972045,-22.31485,-41.7556709
27972046,-22.31485,-41.7556709
27972047,-22.31485,-41.7556709
23515610,-22.9286032,-43.6848423
22753705,-22.9870397,-43.3153143
24039900,-22.8878282,-43.1151771
23515613,-22.9287691,-43.6843564
27972064,-22.31485,-41.7556709
27972067,-22.31485,-41.7556709
27972070,-22.31485,-41.7556709
22753708,-22.9551921,-43.3372282
27972079,-22.31485,-41.7556709
23515633,-22.9289406,-43.6853922
22753710,-22.9585207,-43.3446211
27972085,-22.31485,-41.7556709
23515640,-22.9272197,-43.6835318
27972094,-22.31485,-41.7556709
22753713,-22.9551921,-43.3372282
27972103,-22.31485,-41.7556709
22753714,-22.9551921,-43.3372282
27972109,-22.31485,-41.7556709
27972115,-22.31485,-41.7556709
23515670,-23.0001145,-43.6496358
27972121,-22.31485,-41.7556709
27972124,-22.31485,-41.7556709
23515680,-22.9284188,-43.6842839
27972130,-22.31485,-41.7556709
27972145,-22.31485,-41.7556709
23515700,-22.9213905,-43.6798973
25875000,-22.0234075,-43.3463577
24040000,-22.8837926,-43.1305363
24040005,-22.8754735,-43.1220169
24040006,-22.8844535,-43.1266435
23515720,-22.9675436,-43.6223664
24040010,-22.8816001,-43.1266129
27972170,-22.31485,-41.7556709
24040016,-22.8808333,-43.1286111
23515730,-22.9268628,-43.683223
27972179,-22.31485,-41.7556709
24040020,-22.8816001,-43.1266129
22441110,-22.9839077,-43.224242
27972182,-22.31485,-41.7556709
27972185,-22.31485,-41.7556709
23515740,-22.9282774,-43.6847185
23515750,-22.9159342,-43.6847251
24040040,-22.8818797,-43.1246547
27972200,-22.31485,-41.7556709
27972203,-22.31485,-41.7556709
24040045,-22.8815673,-43.1229556
27972212,-22.31485,-41.7556709
27972215,-22.31485,-41.7556709
27972218,-22.31485,-41.7556709
24040060,-22.8840883,-43.127876
24040065,-22.8841036,-43.1267422
27972227,-22.31485,-41.7556709
27972230,-22.31485,-41.7556709
24040070,-22.8838467,-43.1265824
23909000,-23.0170645,-44.3283998
27972236,-22.31485,-41.7556709
24040090,-22.8840616,-43.1276704
24040110,-22.8828189,-43.1260151
24040120,-22.8833208,-43.1261224
24040130,-22.8823664,-43.12496
24040140,-22.8832665,-43.125737
23909070,-22.9970368,-44.3314591
24040150,-22.8816001,-43.1266129
23909080,-23.0205547,-44.3325622
24040160,-22.9001043,-43.0975813
23909090,-23.0193359,-44.3328619
24040170,-22.8820684,-43.1252082
24040180,-22.8816001,-43.1266129
24040190,-22.8817284,-43.124394
25906006,-22.6566022,-43.0398345
24040210,-22.880659,-43.1234184
25906016,-22.6566022,-43.0398345
24040260,-22.879488,-43.1218092
24040280,-22.8777535,-43.1241343
23909210,-23.022209,-44.340405
24040300,-22.8713889,-43.1352778
24040305,-22.8816001,-43.1266129
24040310,-22.8816001,-43.1266129
24040320,-22.8836097,-43.1270934
24040330,-22.8819458,-43.1247836
25220000,-22.6745281,-43.2569864
25220005,-22.6788929,-43.2404106
25220014,-22.7862985,-43.3053106
21550000,-22.8733586,-43.3426751
23909300,-22.9970368,-44.3314591
25220022,-22.7862985,-43.3053106
21550010,-22.8597446,-43.3505439
24473205,-22.7854661,-43.0334346
21550020,-22.8569492,-43.3518792
25220040,-22.7862985,-43.3053106
25220044,-22.7862985,-43.3053106
21550030,-22.854762,-43.3516765
25220050,-22.6814478,-43.2462507
22753806,-22.9654432,-43.332849
21550040,-22.8583344,-43.3513547
28890088,-22.5497054,-41.9789393
21550060,-22.8613816,-43.3437682
25220080,-22.6840051,-43.2453492
25220086,-22.6559139,-43.2808675
21550070,-22.8653074,-43.3462372
25220090,-22.6821297,-43.2471194
28890116,-22.5444219,-41.986585
21550090,-22.862085,-43.3469674
28890130,-22.5444219,-41.986585
21550100,-22.8634276,-43.3460348
25220130,-22.6790529,-43.2599662
25220140,-22.6745281,-43.2569864
25220155,-22.6585305,-43.2315128
25220157,-22.6526411,-43.2523644
25220158,-22.6523659,-43.2597152
25220175,-22.6825787,-43.2435539
25220178,-22.6871929,-43.2409923
21550170,-22.8634486,-43.3503099
25220190,-22.6856103,-43.2416057
25220195,-22.6856103,-43.2416057
21550180,-22.8661553,-43.353401
21550190,-22.864413,-43.3527066
25220210,-22.686751,-43.2424797
28890227,-22.5458186,-41.97985
21550200,-22.8645789,-43.3501934
25220230,-22.6874408,-43.2427116
21550220,-22.865826,-43.3494288
25220240,-22.6937794,-43.2279653
25220250,-22.6915336,-43.2433241
26399899,-22.7106685,-43.5522256
26530970,-22.8064684,-43.4160268
25220255,-22.6820937,-43.2498604
25220260,-22.6908619,-43.2497017
25220270,-22.6730309,-43.2514896
21550260,-22.8637886,-43.3531167
20930240,-22.8847504,-43.2295277
25220280,-22.6881341,-43.2462061
21550270,-22.8646364,-43.3521925
25220290,-22.6937794,-43.2279653
27972803,-22.31485,-41.7556709
27972806,-22.31485,-41.7556709
21550280,-22.8645504,-43.3550583
27972809,-22.31485,-41.7556709
25220304,-22.6937794,-43.2279653
21550290,-22.8624232,-43.3536382
25220306,-22.7862985,-43.3053106
27972821,-22.31485,-41.7556709
27972824,-22.31485,-41.7556709
27972827,-22.31485,-41.7556709
27972830,-22.31485,-41.7556709
25220320,-22.6937794,-43.2279653
27972836,-22.31485,-41.7556709
25220330,-22.6745281,-43.2569864
25220335,-22.6745281,-43.2569864
21550320,-22.863127,-43.353263
21550330,-22.8621809,-43.3543902
25220350,-22.689581,-43.2402955
21550340,-22.8617271,-43.3533348
25220370,-22.6895385,-43.2416324
21550360,-22.8607492,-43.3545008
22730010,-22.9137543,-43.3685986
25220380,-22.6895385,-43.2416324
21550370,-22.8596194,-43.3532699
22730020,-22.9146785,-43.3653721
25220390,-22.6947696,-43.2430424
21550380,-22.8568305,-43.3533763
22730030,-22.903,-43.3681341912
25220400,-22.689594,-43.2377001
21550385,-22.854762,-43.3516765
25220406,-22.6937794,-43.2279653
25220407,-22.694046,-43.2457507
25220408,-22.6884392,-43.2410027
25220409,-22.677979,-43.2459209
25220410,-22.6745281,-43.2569864
21550390,-22.8578556,-43.3562587
22730050,-22.9151703,-43.3684209
25220420,-22.6919182,-43.2380604
21550410,-22.857447,-43.3536559
25220430,-22.6937041,-43.2459493
22730063,-22.9180113,-43.3610277
22730065,-22.9180113,-43.3610277
22730080,-22.9683858,-43.4217558
25220450,-22.6919958,-43.2366508
21550440,-22.8594046,-43.3540171
22730090,-22.9199054,-43.3675378
25220460,-22.691432,-43.2457158
21550450,-22.8598852,-43.3557904
22730100,-22.9162503,-43.3662939
25220470,-22.6745281,-43.2569864
21550460,-22.86313,-43.3571953
22730110,-22.917831,-43.3652547
25220480,-22.6911253,-43.2317612
25220487,-22.643401,-43.3024133
25220495,-22.6896135,-43.2359105
21550480,-22.86313,-43.3571953
27973010,-22.3394192,-41.7836972
25220500,-22.6923397,-43.2459338
21550490,-22.8627824,-43.3585101
22730150,-22.9187079,-43.3739992
27973030,ERRO,ERRO
25220520,-22.6927641,-43.2352205
21550510,-22.8618757,-43.3602387
21550520,-22.8607729,-43.3634784
27973050,ERRO,ERRO
25220540,-22.6745281,-43.2569864
21550526,-22.8668265,-43.363268
22730180,-22.9211092,-43.3739466
27973060,ERRO,ERRO
25220550,-22.6879199,-43.2373687
27973070,ERRO,ERRO
21550550,-22.8624789,-43.3631377
22730200,-22.9194097,-43.3728744
25220570,-22.6872849,-43.2366646
21550555,-22.8631021,-43.3595641
25220572,-22.6937794,-43.2279653
25220574,-22.6872728,-43.2387178
25220576,-22.689581,-43.2402955
27973090,ERRO,ERRO
22730210,-22.9195656,-43.3712188
21550570,-22.8543442,-43.3674985
21550580,-22.860815,-43.3617516
25220604,-22.6847895,-43.2403901
22730240,-22.9233312,-43.3707048
25220608,-22.6470698,-43.2700609
25220610,-22.683333,-43.25
25220609,-22.6760389,-43.2610594
27973120,ERRO,ERRO
21321080,-22.9047933,-43.3495251
21550600,-22.8668265,-43.363268
27973130,ERRO,ERRO
23909900,-23.0136349,-44.3277658
21550610,-22.8606318,-43.3604725
22730261,-22.9225854,-43.3732031
22730262,-22.9222763,-43.3731048
25875990,-22.0234075,-43.3463577
27973160,ERRO,ERRO
22730290,-22.9255472,-43.3650259
25220659,-22.6745281,-43.2569864
25220660,-22.6811696,-43.2418179
22730300,-22.9230494,-43.3739788
25220670,-22.6795133,-43.242561
22730305,-22.925254,-43.3618991
25220680,-22.6791676,-43.2420574
25220683,-22.678681,-43.2397885
25220687,-22.676318,-43.2388968
22730320,-22.9236857,-43.3681459
25515400,-22.7974679,-43.3835155
22730330,-22.9230494,-43.3739788
27580000,-22.4902027,-44.5679107
22730340,-22.9233489,-43.3680968
23909990,-23.0206489,-44.3507269
25745003,-22.3664778,-43.0777555
27973230,ERRO,ERRO
25220720,-22.7862985,-43.3053106
25745010,-22.392119,-43.1093861
25745013,-22.505,-43.1634129827
27973245,-22.3601614,-41.7718563
25745021,-22.3664778,-43.0777555
20240000,-22.9157018,-43.188871
25745025,-22.3664778,-43.0777555
25745026,-22.3664778,-43.0777555
25220740,-22.6833861,-43.2487516
20240012,-22.9191206,-43.1907328
22730380,-22.9171681,-43.3654335
25220750,-22.6833818,-43.2473423
20240015,-22.9191206,-43.1907328
25745040,-22.3874891,-43.1222639
20240013,-22.9191206,-43.1907328
22730390,-22.9623017,-43.407873
20240030,-22.9157434,-43.1885441
25745055,-22.4160834,-43.0746124
27973280,ERRO,ERRO
25745060,-22.3664778,-43.0777555
20240040,-22.9162571,-43.1915645
27973290,ERRO,ERRO
22730410,-22.9118676,-43.3713809
26140655,-22.7350512,-43.4206931
25745071,-22.3664778,-43.0777555
25745072,-22.4086426,-43.0837032
27365080,-22.4528797,-44.3000767
25745074,-22.3664778,-43.0777555
25745075,-22.3664778,-43.0777555
25745080,-22.3707682,-43.1101752
20240060,-22.8510452,-43.5390177
22730430,-22.9312699,-43.3922596
27973310,ERRO,ERRO
25745090,-22.3664778,-43.0777555
25745092,-22.3664778,-43.0777555
20240070,-22.9162587,-43.1925937
27973320,ERRO,ERRO
25745100,-22.3664778,-43.0777555
20240080,-22.915873,-43.1931766
22730450,-22.926791,-43.3940856
27973330,ERRO,ERRO
25745110,-22.3671434,-43.1033523
25745113,-22.3676583,-43.1020688
20240090,-22.9227243,-43.1906717
25745120,-22.3664778,-43.0777555
25745123,-22.3664778,-43.0777555
20240100,-22.9239959,-43.1917078
25745125,-22.3664778,-43.0777555
25745130,-22.3664778,-43.0777555
20240110,-22.9239959,-43.1917078
25745140,-22.3664778,-43.0777555
20240120,-22.9190434,-43.1896091
22730490,-22.9322083,-43.3922222
25745150,-22.4086908,-43.1367078
20240130,-22.9188154,-43.1906274
25745160,-22.3664778,-43.0777555
20240140,-22.9176798,-43.1921197
22730510,-22.9071958,-43.3866839
25745170,-22.3664778,-43.0777555
20240150,-22.9200158,-43.1892564
22730521,-22.9230494,-43.3739788
20240160,-22.7751004,-43.3468193
22730530,-22.9194097,-43.3728744
27973410,-22.3505765,-41.7730858
20240170,-22.9191206,-43.1907328
22730540,-22.9180113,-43.3610277
27973420,-22.3836705,-41.7827461
24473380,-22.7917073,-43.0298226
25745200,-22.3836273,-43.0545276
20240180,-22.9176873,-43.1885223
27973430,ERRO,ERRO
25745210,-22.3664778,-43.0777555
27973440,-22.3836705,-41.7827461
20240193,-22.9191206,-43.1907328
20240192,-22.9191206,-43.1907328
20240195,-22.9191206,-43.1907328
25745220,-22.3664778,-43.0777555
20240194,-22.9191206,-43.1907328
25745222,-22.3637244,-43.1032273
20240200,-22.917813,-43.188113
25745230,-22.3664778,-43.0777555
20240210,-22.9222322,-43.1888146
25745240,-22.3664778,-43.0777555
25745243,-22.3664778,-43.0777555
25745244,-22.3664778,-43.0777555
27973470,ERRO,ERRO
25745253,-22.3664778,-43.0777555
25745260,-22.3477334,-43.0831834
20240240,-22.9222703,-43.188164
27973490,ERRO,ERRO
25745270,-22.3664778,-43.0777555
20240250,-22.9209192,-43.1866307
25745280,-22.3664778,-43.0777555
21842187,-22.8811719,-43.4917892
20240260,-22.9203256,-43.1870325
25221000,-22.7862985,-43.3053106
25745293,-22.3664778,-43.0777555
20240270,-22.9227718,-43.1888773
25745295,-22.3664778,-43.0777555
25745300,-22.3664778,-43.0777555
20240280,-22.9191206,-43.1907328
23910300,-23.004501,-44.2944042
20240290,-22.9205388,-43.1874634
23910310,-23.004501,-44.2944042
27973543,-22.3505765,-41.7730858
25745320,-22.3664778,-43.0777555
20240300,-22.921929,-43.1888528
25221040,-22.7078161,-43.2403166
23910320,-23.004501,-44.2944042
20240310,-22.920917,-43.1882496
27973560,-22.3246737,-41.7566149
25745340,-22.3664778,-43.0777555
20240320,-22.9201886,-43.1865669
25745345,-22.3664778,-43.0777555
28760000,-22.1409883,-42.0729049
25221060,-22.7147956,-43.2383086
25745350,-22.383056,-43.0736556
20240330,-22.9216798,-43.1857934
25745370,-22.3812978,-43.1045643
25745380,-22.3664778,-43.0777555
25221094,-22.7020001,-43.2349933
25221100,-22.6986013,-43.2338823
25745390,-22.3664778,-43.0777555
25221110,-22.6999755,-43.2338488
25745400,-22.3664778,-43.0777555
25745405,-22.3664778,-43.0777555
25745410,-22.3664778,-43.0777555
25221124,-22.7862985,-43.3053106
25221130,-22.6978246,-43.2336122
25221133,-22.706516,-43.2255461
25221134,-22.7010024,-43.2372511
25221140,-22.7023511,-43.2325287
25745430,-22.3854944,-43.1206591
25221150,-22.7017489,-43.2323279
25745440,-22.3716196,-43.0697565
25221160,-22.7862985,-43.3053106
25745450,-22.3664778,-43.0777555
25221170,-22.7016866,-43.2348896
25221180,-22.7048225,-43.2307268
25745470,-22.3664778,-43.0777555
